school_code,AgeID,school_name,street,town_suburb,postcode,student_number,indigenous_pct,lbote_pct,ICSEA_Value,level_of_schooling,selective_school,opportunity_class,school_specialty_type,school_subtype,support_classes,preschool_ind,distance_education,intensive_english_centre,school_gender,phone,school_email,fax,late_opening_school,date_1st_teacher,lga,electorate,fed_electorate,operational_directorate,principal_network,facs_district,local_health_district,aecg_region,ASGS_remoteness,latitude,longitude,date_extracted
4590,14664,Hambledon Public School,Bali Drive,Quakers Hill,2763,622,2,37,1048,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9837 3200,hambledon-p.school@det.nsw.edu.au,9837 2422,N,11/7/94,Blacktown (C),Riverstone,Greenway,Macquarie Park,The Hills,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.71645,150.887211,7/3/17
4591,15389,Glenmore Park Public School,33-41 The Lakes Drive,Glenmore Park ,2745,661,5,22,994,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4733 6204,glenmorepk-p.school@det.nsw.edu.au,4733 6430,N,3/2/97,Penrith (C),Mulgoa,Lindsay,Ultimo,Macarthur,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.783388,150.681117,7/3/17
4592,15116,Vincentia Public School,George Caley Place,Vincentia ,2540,340,10,8,997,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4441 7188,vincentia-p.school@det.nsw.edu.au,4441 5192,N,28/1/92,Shoalhaven (C),South Coast,Gilmore,Dubbo & Wagga Wagga,South Coast,Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Inner Regional Australia,-35.073353,150.669549,7/3/17
4593,15087,Kearns Public School,St Lawrence Ave,Kearns ,2558,191,6,32,978,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9820 7039,kearns-p.school@det.nsw.edu.au,9820 7093,N,28/1/92,Campbelltown (C),Macquarie Fields,Macarthur,Ultimo,Macarthur,South Western Sydney,South Western Sydney,Dharawal,Major Cities of Australia,-34.021486,150.804446,7/3/17
4594,14674,Bonnyrigg Heights Public School,Wilson Rd,Bonnyrigg Heights ,2177,1114,1,89,993,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9823 7000,bonnyriggh-p.school@det.nsw.edu.au,9823 7226,N,27/1/93,Fairfield (C),Cabramatta,Werriwa,Ultimo,Liverpool,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.88935,150.867681,7/3/17
4597,15113,Mount Annan Public School,Stenhouse Drive,Mount Annan ,2567,668,6,28,1017,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4647 2380,mountannan-p.school@det.nsw.edu.au,4647 2382,N,27/1/93,Camden (A),Camden,Hume,Ultimo,Macarthur,South Western Sydney,South Western Sydney,Dharawal,Major Cities of Australia,-34.061714,150.760497,7/3/17
4598,14688,Hassall Grove Public School,Buckwell Drive,Hassall Grove ,2761,776,5,51,981,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9835 1756,hassallgro-p.school@det.nsw.edu.au,9628 1618,N,27/1/93,Blacktown (C),Mount Druitt,Chifley,Macquarie Park,Eastern Creek,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.73548,150.838504,7/3/17
4599,14672,Barnier Public School,120 Barnier Drive,Quakers Hill,2763,842,3,48,1044,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9837 1600,barnier-p.school@det.nsw.edu.au,9837 1858,N,1/4/92,Blacktown (C),Riverstone,Greenway,Macquarie Park,The Hills,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.72051,150.901824,7/3/17
4600,14690,Maryland Public School,John T Bell Drive,Maryland,2287,468,9,14,979,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4955 9430,maryland-p.school@det.nsw.edu.au,4955 8945,N,28/1/92,Newcastle (C),Wallsend,Newcastle,Tamworth & Coffs Harbour,Callaghan/Port Stephens,Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.881427,151.658808,7/3/17
4601,16175,Aldavilla Public School,Sherwood Rd,Yarravel,2440,303,25,3,902,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6563 1141,aldavilla-p.school@det.nsw.edu.au,6562 7506,N,1871-06-01,Kempsey (A),Oxley,Cowper,Tamworth & Coffs Harbour,Mid North Coast,Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Inner Regional Australia,-31.055771,152.786972,7/3/17
4602,14673,William Bayldon Public School,Lyons Rd,Sawtell ,2452,196,33,np,869,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6658 2676,bayldon-p.school@det.nsw.edu.au,6658 2664,N,1/4/92,Coffs Harbour (C),Coffs Harbour,Cowper,Tamworth & Coffs Harbour,Coffs Harbour,Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Inner Regional Australia,-30.363714,153.080348,7/3/17
4603,14662,St Helens Park Public School,Kellerman Drive,St Helens Park ,2560,478,8,22,970,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4621 1201,sthelenspk-p.school@det.nsw.edu.au,4621 1226,N,31/1/94,Campbelltown (C),Campbelltown,Macarthur,Ultimo,Campbelltown,South Western Sydney,South Western Sydney,Dharawal,Major Cities of Australia,-34.110232,150.804035,7/3/17
4604,15115,Oakhill Drive Public School,Oakhill Drive,Castle Hill ,2154,706,np,52,1147,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9634 1033,oakhilldr-p.school@det.nsw.edu.au,9634 4285,N,28/1/92,Hornsby (A),Epping,Berowra,Macquarie Park,Dural,"South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.721563,151.022997,7/3/17
4605,16155,Alfords Point Public School,Brushwood Drive,Alfords Point ,2234,246,np,43,1060,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9543 0185,alfordspt-p.school@det.nsw.edu.au,9543 2817,N,29/1/96,Sutherland Shire (A),Miranda,Hughes,Ultimo,Woronora River,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.992403,151.02399,7/3/17
4606,14691,Mullaway Public School,Old Pacific Hwy,Mullaway ,2456,205,13,5,969,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6654 0377,mullaway-p.school@det.nsw.edu.au,6654 2751,N,31/1/94,Coffs Harbour (C),Coffs Harbour,Page,Tamworth & Coffs Harbour,Coffs Harbour,Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Inner Regional Australia,-30.077958,153.190183,7/3/17
4607,14671,Centaur Public School,Eucalyptus Drive,Banora Point ,2486,499,18,8,948,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,07 5524 9655,centaur-p.school@det.nsw.edu.au,07 5524 7052,N,10/10/94,Tweed (A),Tweed,Richmond,Tamworth & Coffs Harbour,Tweed,Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Major Cities of Australia,-28.215705,153.526762,7/3/17
4608,14689,Glendenning Public School,135 Armitage Drive,Glendenning,2761,559,4,55,999,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9832 8555,glendennin-p.school@det.nsw.edu.au,9832 8724,N,28/1/95,Blacktown (C),Mount Druitt,Chifley,Macquarie Park,Nirimba,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.74223,150.852638,7/3/17
4609,14675,Grahamstown Public School,Hastings Drive,Raymond Terrace ,2324,349,14,5,925,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4987 6510,grahamstow-p.school@det.nsw.edu.au,4987 6513,N,31/1/94,Port Stephens (A),Port Stephens,Paterson,Tamworth & Coffs Harbour,Callaghan/Port Stephens,Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.759083,151.774477,7/3/17
4610,14670,Mount Terry Public School,175 Ashburton Drive,Albion Park,2527,740,6,10,989,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4257 4370,mtterry-p.school@det.nsw.edu.au,4257 4380,N,28/1/95,Shellharbour (C),Kiama,Whitlam,Dubbo & Wagga Wagga,Wollongong,Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.591636,150.779935,7/3/17
4611,15385,Hallidays Point Public School,300 Diamond Beach Road,Diamond Beach,2430,236,8,4,1012,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6559 3009,hallidays-p.school@det.nsw.edu.au,6559 3011,N,31/1/94,Greater Taree (C),Myall Lakes,Lyne,Tamworth & Coffs Harbour,Great Lakes,Hunter New England & Central Coast,Hunter New England,Manning,Inner Regional Australia,-32.041385,152.537553,7/3/17
4612,14741,Broulee Public School,Cambridge Cresc,Broulee ,2537,340,7,4,993,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4471 6120,broulee-p.school@det.nsw.edu.au,4471 6145,N,28/1/95,Eurobodalla (A),Bega,Gilmore,Dubbo & Wagga Wagga,Far South Coast,Illawarra Shoalhaven & Southern NSW,Southern NSW,Lower South Coast,Inner Regional Australia,-35.84558,150.171898,7/3/17
4613,14744,Hinchinbrook Public School,Cnr Hinchinbrook Dr & Keppel Circuit,Hinchinbrook ,2168,570,1,80,981,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9826 7344,hinchinbro-p.school@det.nsw.edu.au,9826 7894,N,17/7/95,Liverpool (C),Liverpool,Werriwa,Ultimo,Liverpool,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.912986,150.85892,7/3/17
4614,15822,Windsor Park Public School,156 Rifle Range Road,South Windsor,2756,247,12,4,949,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4574 3070,windsorpk-p.school@det.nsw.edu.au,4574 3074,N,29/1/96,Hawkesbury (C),Hawkesbury,Macquarie,Macquarie Park,Hawkesbury,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.640641,150.813492,7/3/17
4615,17593,Caddies Creek Public School,Currawong St & Glenwood Park Dr,Glenwood ,2768,1039,1,61,1087,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,8814 5916,caddiescrk-p.school@det.nsw.edu.au,8814 5918,N,29/1/03,Blacktown (C),Riverstone,Greenway,Macquarie Park,The Hills,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.736255,150.926227,7/3/17
4616,15824,Buninyong Public School,Myall St,Dubbo ,2830,309,67,4,757,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6884 9806,buninyong-p.school@det.nsw.edu.au,6884 8913,N,29/1/96,Dubbo (C),Dubbo,Parkes,Dubbo & Wagga Wagga,Macquarie,"Murrumbidgee, Far West & Western NSW",Western NSW,Western 1,Inner Regional Australia,-32.243188,148.639381,7/3/17
4617,15393,Tacking Point Public School,Bangalay Drive,Port Macquarie ,2444,764,5,6,1049,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6582 3478,tackingpt-p.school@det.nsw.edu.au,6582 2326,N,14/10/96,Port Macquarie-Hastings (A),Port Macquarie,Cowper,Tamworth & Coffs Harbour,Hastings,Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Inner Regional Australia,-31.472138,152.926418,7/3/17
4618,15394,North Nowra Public School,75 Judith Drive,North Nowra,2541,219,23,7,938,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4422 7045,northnowra-p.school@det.nsw.edu.au,4422 9035,N,27/1/98,Shoalhaven (C),Kiama,Gilmore,Dubbo & Wagga Wagga,South Coast,Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Inner Regional Australia,-34.855557,150.57716,7/3/17
4619,15391,Henry Fulton Public School,Vincent Road,Cranebrook,2749,362,4,19,997,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4730 4136,henryfulto-p.school@det.nsw.edu.au,4730 4160,N,3/2/97,Penrith (C),Penrith,Lindsay,Macquarie Park,Penrith,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.70473,150.709665,7/3/17
4620,15818,Glendore Public School,Maryland Drive,Maryland ,2287,482,13,12,996,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4955 6644,glendore-p.school@det.nsw.edu.au,4955 6633,N,3/2/97,Newcastle (C),Wallsend,Newcastle,Tamworth & Coffs Harbour,Callaghan/Port Stephens,Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.873641,151.649712,7/3/17
4621,15820,Narellan Vale Public School,Waterworth Drive,Narellan Vale ,2567,841,4,17,1004,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4647 5291,narellanva-p.school@det.nsw.edu.au,4647 4507,N,3/2/97,Camden (A),Camden,Hume,Ultimo,Macarthur,South Western Sydney,South Western Sydney,Dharawal,Major Cities of Australia,-34.056129,150.744718,7/3/17
4622,15984,Claremont Meadows Public School,124-164 Sunflower Drive,Claremont Meadows,2747,528,4,25,979,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9833 0711,claremontm-p.school@det.nsw.edu.au,9833 0755,N,27/1/98,Penrith (C),Londonderry,Lindsay,Macquarie Park,Penrith,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.774178,150.747014,7/3/17
4623,15983,Blue Haven Public School,37 Colorado Drive,Blue Haven ,2262,539,14,5,924,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4399 0167,bluehaven-p.school@det.nsw.edu.au,4399 0184,N,27/1/99,Wyong (A),Wyong,Dobell,Macquarie Park,Wyong,Hunter New England & Central Coast,Central Coast,Central Coast,Major Cities of Australia,-33.212499,151.502826,7/3/17
4624,16111,Greenway Park Public School,Wyattville Drive,Carnes Hill ,2171,816,1,67,1013,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,8783 0859,greenwaypk-p.school@det.nsw.edu.au,8783 0852,N,28/1/00,Liverpool (C),Liverpool,Werriwa,Ultimo,Liverpool,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.938001,150.837554,7/3/17
4625,16627,Currans Hill Public School,Tramway Drive,Currans Hill ,2567,580,6,22,985,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4648 5910,curranshil-p.school@det.nsw.edu.au,4648 5913,N,29/1/01,Camden (A),Camden,Macarthur,Ultimo,Macarthur,South Western Sydney,South Western Sydney,Dharawal,Major Cities of Australia,-34.04785,150.769197,7/3/17
4626,16626,Callala Public School,Emmett St,Callala Bay ,2540,255,13,4,971,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4446 4352,callala-p.school@det.nsw.edu.au,4446 4357,N,28/1/00,Shoalhaven (C),South Coast,Gilmore,Dubbo & Wagga Wagga,South Coast,Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Inner Regional Australia,-34.995951,150.714405,7/3/17
4627,16628,Newington Public School,Newington Boulevarde,Newington ,2127,889,np,75,1118,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9748 7933,newington-p.school@det.nsw.edu.au,9748 3120,N,28/1/02,Auburn (C),Auburn,Reid,Ultimo,Strathfield,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan South West,Major Cities of Australia,-33.841151,151.055228,7/3/17
4628,16641,Harrington Park Public School,2 Sir Warwick Fairfax Drive,Harrington Park,2567,759,3,24,1032,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4647 7116,harringtnp-p.school@det.nsw.edu.au,4647 6617,N,28/1/02,Camden (A),Camden,Macarthur,Ultimo,Macarthur,South Western Sydney,South Western Sydney,Dharawal,Major Cities of Australia,-34.027145,150.738527,7/3/17
4630,16691,Beaumont Hills Public School,The Parkway,Beaumont Hills ,2155,592,np,40,1086,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,8824 6470,beaumonthi-p.school@det.nsw.edu.au,8824 6473,N,29/1/01,The Hills Shire (A),Castle Hill,Mitchell,Macquarie Park,The Hills,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.697809,150.945659,7/3/17
4631,17058,Surveyors Creek Public School,St Andrews Drive,Glenmore Park,2745,534,2,17,1024,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4737 9571,surveyorsc-p.school@det.nsw.edu.au,4737 9346,N,28/1/02,Penrith (C),Mulgoa,Lindsay,Ultimo,Macarthur,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.787277,150.689173,7/3/17
4632,17209,Bogangar Public School,Coast Rd,Bogangar ,2488,275,11,8,989,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6676 2755,Bogangar-p.school@det.nsw.edu.au,6676 2733,N,27/4/04,Tweed (A),Tweed,Richmond,Tamworth & Coffs Harbour,Tweed,Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Major Cities of Australia,-28.338166,153.572189,7/3/17
4633,17211,Jerrabomberra Public School,Coachwood Ave,Jerrabomberra ,2619,909,1,14,1098,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6299 8860,jerra-p.school@det.nsw.edu.au,6299 8863,N,15/10/01,Queanbeyan (C),Monaro,Eden-Monaro,Dubbo & Wagga Wagga,Queanbeyan,Illawarra Shoalhaven & Southern NSW,Southern NSW,Upper South Coast,Major Cities of Australia,-35.38609,149.19847,7/3/17
4634,18071,Dalmeny Public School,Dalmeny Drive,Prestons ,2170,1015,2,70,1018,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9826 9033,dalmeny-p.school@det.nsw.edu.au,9826 7433,N,29/1/03,Liverpool (C),Holsworthy,Werriwa,Ultimo,Liverpool,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.947297,150.871393,7/3/17
4635,17592,Cecil Hills Public School,Leopold Place,Cecil Hills ,2171,744,1,77,1021,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9822 0504,Cecilhills-p.school@det.nsw.edu.au,9822 0873,N,29/1/03,Liverpool (C),Mulgoa,Werriwa,Ultimo,Liverpool,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.888597,150.851731,7/3/17
4637,24010,Woongarrah Public School,63-73 Mataram Rd,Woongarrah ,2259,490,8,7,999,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4392 7493,woongarrah-p.school@det.nsw.edu.au,4392 7807,N,28/1/05,Wyong (A),Wyong,Dobell,Macquarie Park,Wyong,Hunter New England & Central Coast,Central Coast,Central Coast,Major Cities of Australia,-33.242434,151.484133,7/3/17
4638,22886,Ironbark Ridge Public School,Cnr Withers Rd IRONBARK Ridge Rd,Rouse Hill,2155,655,np,48,1108,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,N,N,N,Coed,8814 5687,ironbarkrg-p.school@det.nsw.edu.au,8814 5698,N,28/1/05,The Hills Shire (A),Castle Hill,Mitchell,Macquarie Park,The Hills,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.687371,150.933259,7/3/17
4639,18174,Kellyville Ridge Public School,Cnr Singleton Ave GREENWICH St,Kellyville Ridge,2155,833,1,53,1085,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,8883 0480,kellyridge-p.school@det.nsw.edu.au,8883 0482,N,27/1/04,Blacktown (C),Riverstone,Greenway,Macquarie Park,The Hills,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.705413,150.924005,7/3/17
4640,22754,Sherwood Ridge Public School,Rosebery Rd,Kellyville ,2155,940,np,45,1084,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,8824 3333,sherwood-p.school@det.nsw.edu.au,8824 5700,N,27/1/04,The Hills Shire (A),Castle Hill,Mitchell,Macquarie Park,The Hills,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.706672,150.975587,7/3/17
4641,24011,Shell Cove Public School,Cnr Killalea Drive & Stradbroke Ave,Shell Cove ,2529,572,3,19,1045,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4297 2247,shellcove-p.school@det.nsw.edu.au,4297 3357,N,28/1/05,Shellharbour (C),Shellharbour,Whitlam,Dubbo & Wagga Wagga,South Coast,Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.595583,150.857477,7/3/17
4642,26003,Ashtonfield Public School,Norfolk St,Ashtonfield ,2323,611,4,11,1011,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4934 3584,ashtonfield-p.school@det.nsw.edu.au,4934 3510,N,28/1/07,Maitland (C),Maitland,Paterson,Tamworth & Coffs Harbour,Maitland,Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.772442,151.600798,7/3/17
4643,24012,North East Public School of Distance Education,School St,Port Macquarie ,2444,212,8,12,997,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,S,N,Coed,6584 1118,northeast-d.school@det.nsw.edu.au,6584 1210,N,10/8/04,Port Macquarie-Hastings (A),Port Macquarie,Cowper,Tamworth & Coffs Harbour,Hastings,Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Inner Regional Australia,-31.429869,152.913872,7/3/17
4644,24735,Bourke-Walgett School of Distance Education,Green Street,Bourke ,2840,46,15,16,1003,Primary School,Not Selective,N,Distance Education,Kinder to Year 6,,N,S,N,Coed,6828 1374,bourkewalg-d.school@det.nsw.edu.au,6828 1936,Y,6/2/06,Bourke (A),Barwon,Parkes,Dubbo & Wagga Wagga,Western Plains,"Murrumbidgee, Far West & Western NSW",Western NSW,Western 2,Very Remote Australia,-30.09364,145.949464,7/3/17
4645,27583,Ropes Crossing Public School,Pulley Drive,Ropes Crossing ,2760,594,4,60,1029,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9833 7615,Ropescross-p.school@det.nsw.edu.au,9833 1065,N,29/1/08,Blacktown (C),Londonderry,Chifley,Macquarie Park,Eastern Creek,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.734589,150.781136,7/3/17
4646,28165,Elderslie Public School,170 Lodges Road,Elderslie,2570,450,3,13,1020,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4658 1632,elderslie-p.school@det.nsw.edu.au,4658 1834,N,28/1/09,Camden (A),Camden,Hume,Ultimo,Macarthur,South Western Sydney,South Western Sydney,Dharawal,Major Cities of Australia,-34.054473,150.721773,7/3/17
4647,28166,Middleton Grange Public School,50 Hall Circuit,Middleton Grange,2171,325,3,67,1004,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9607 9661,middletongr-p.school@det.nsw.edu.au,9607 3669,N,28/1/09,Liverpool (C),Mulgoa,Werriwa,Ultimo,Macarthur,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.917335,150.848199,7/3/17
4648,27584,John Palmer Public School,The Ponds Boulevard,The Ponds ,2769,845,1,54,1087,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,8882 9480,Johnpalmer-p.school@det.nsw.edu.au,8882 9479,N,29/1/08,Blacktown (C),Riverstone,Greenway,Macquarie Park,The Hills,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.708897,150.910328,7/3/17
4649,27585,Tullimbar Public School,Exeter Place,Tullimbar,2527,294,4,5,997,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4257 7261,tullimbar-p.school@det.nsw.edu.au,4257 8153,N,29/1/08,Shellharbour (C),Kiama,Whitlam,Dubbo & Wagga Wagga,Wollongong,Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.575901,150.751792,7/3/17
4650,28167,Wilton Public School,11 Greenbridge Drive,Wilton,2571,334,3,10,1033,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,02 46308006,wilton-p.school@det.nsw.edu.au,02 46308029,N,28/1/11,Wollondilly (A),Wollondilly,Hume,Ultimo,Wollondilly,South Western Sydney,South Western Sydney,Dharawal,Inner Regional Australia,-34.229782,150.686362,7/3/17
4651,30137,Oran Park Public School,390 South Circuit,Oran Park,2570,469,5,48,1014,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4632 4651,oranpark-p.school@det.nsw.edu.au,4632 4600,N,28/1/14,Camden (A),Camden,Macarthur,Ultimo,Macarthur,South Western Sydney,South Western Sydney,Dharawal,Major Cities of Australia,-34.008656,150.7331999,7/3/17
4652,30139,Marie Bashir Public School,159 Albert Road,Strathfield,2135,278,0,85,1104,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,87364400,mariebashir-p.school@det.nsw.edu.au,8736 4450,N,28/1/14,Strathfield (A),Strathfield,Reid,Ultimo,Strathfield,"South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan South West,Major Cities of Australia,-33.875168,151.079424,7/3/17
4653,30232,Riverbank Public School,25 Wentworth Street,The Ponds,2769,660,np,71,1097,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,02 9626 7511,riverbank-p.school@det.nsw.edu.au,9626 1001,N,27/1/15,Blacktown (C),Riverstone,Greenway,Macquarie Park,The Hills,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.703959,150.899525,7/3/17
4654,30231,Lake Cathie Public School,1240 Ocean Drive,Lake Cathie,2445,143,8,np,1036,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6584 8060,lakecathie-p.school@det.nsw.edu.au,6584 8070,N,27/1/15,Port Macquarie-Hastings (A),Port Macquarie,Lyne,Tamworth & Coffs Harbour,Hastings,Mid North Coast & Northern NSW,Mid North Coast,Manning,Inner Regional Australia,-31.570257,152.826093,7/3/17
4655,30234,Victoria Avenue Public School,64-66 Victoria Avenue,Concord West,2138,177,np,78,1073,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,02 9743 1352,victoriaav-p.school@det.nsw.edu.au,02 9736 3691,N,27/1/15,Canada Bay (A),Strathfield,Reid,Ultimo,Strathfield,"South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan South West,Major Cities of Australia,-33.847748,151.083379,7/3/17
